آءُ	VERB	آءُ
آرها	VERB	آرهي
آزمائڻ	VERB	آزماءِ
آلاپيندا	VERB	آلاپي
آياسين	VERB	آيوسي
آيوآهي	VERB	آيوآهي
آيوآهيان	VERB	آئآهي
آيوآهين	VERB	آئآهي
آڇيو	VERB	آڇي
آڻيندو	VERB	آڻ
آڻيون	VERB	آڻ
آڻڻو	VERB	آڻ
اجايو	VERB	اجاءِ
ارپڻ	VERB	ارپڻ
اسري	VERB	اسر
اسرڻ	VERB	اسر
اماڻيا	VERB	اماڻيو
اماڻيو	VERB	اماڻ
اماڻڻ	VERB	اماڻ
اوٻاري	VERB	اوٻارِي
ايندينءَ	VERB	ايندي
ايڏو	VERB	ايڏو
ايڏي	VERB	ايڏي
اُجهائي	VERB	اُجهاءِ
اُماڻيا	VERB	اُماڻ
اُڇلائي	VERB	اُڇل
اُڇلائيندو	VERB	اُڇل
اُڇلرائي	VERB	اُڇل
اُڏامي	VERB	اُڏام
اٿاريندي	VERB	اٿار
اٿاريو	VERB	اٿار
اٿوَ	VERB	اٿ
اٿيو	VERB	اٿ
اٿڻ	VERB	اٿ
اڀريو	VERB	اڀر
اچـي	VERB	اچـ
اڇلائڻ	VERB	اڇل
اڇلجي	VERB	اڇلج
اڌائي	VERB	اڌاءِ
اڏامڻ	VERB	اڏام
اڏي	VERB	اڏ
اڪسايو	VERB	اڪسا
اگهن	VERB	اگه
بخشي	VERB	بخشو
بدلائيندا	VERB	بدلاءِ
بدلائيڻيون	VERB	بدلاءڻ
بدلايو	VERB	بدلاءِ
بدلجڻ	VERB	بدلجڻ
بنائي	VERB	بناءِ
بنجي	VERB	بنج
بنيو	VERB	بنيو
بيهاريو	VERB	بيهار
بيهن	VERB	بيه
بيهو	VERB	بيهو
بيهڻ	VERB	بيهڻ
بچن	VERB	بچ
بچيو	VERB	بچ
بکيا	VERB	بکيو
بکيو	VERB	بکيو
بڻائيندي	VERB	بڻاءِ
بڻايل	VERB	بڻايو
بڻجندا	VERB	بڻج
بڻجندو	VERB	بڻج
بڻجندڙ	VERB	بڻج
بڻجڻ	VERB	بڻجڻ
بڻيا	VERB	بڻيو
بڻيو	VERB	بڻ
ترسائڻ	VERB	ترساءِ
ترسو	VERB	ترسو
ترسيس	VERB	ترسو
ترسڻو	VERB	ترس
جاچڻ	VERB	جاچ
