آتا	ADJ	آتو
آتو	ADJ	آتو
آجي	ADJ	آجي
آزاداڻي	ADJ	آزاداڻي
آفاقي	ADJ	آفاقي
آفريڪي	ADJ	آفريڪي
آمريڪي	ADJ	آمريڪي
آڌي	ADJ	آڌي
ابتڙ	ADJ	ابتڙ
اتاولا	ADJ	اتاولا
اتر	ADJ	اتر
اتفاقي	ADJ	اتفاقي
اجرو	ADJ	اجرو
اجڙيل	ADJ	اجڙيو
اخباري	ADJ	اخباري
اربين	ADJ	اربين
ازلي	ADJ	ازلي
استادي	ADJ	استادي
اسٽريٽجڪ	ADJ	اسٽريٽجڪ
اصلاحي	ADJ	اصلاحي
اصلوڪا	ADJ	اصلوڪو
اصلوڪين	ADJ	اصلوڪ
اغوا	ADJ	اغوا
اقتداراعليٰ	ADJ	اقتداراعليٰ
الميو	ADJ	الميو
امتحاني	ADJ	امتحاني
اميراڻي	ADJ	اميراڻي
اندروني	ADJ	اندر
انمول	ADJ	انمول
انٽرا	ADJ	انٽرو
انگريز	ADJ	انگريز
انگريزي	ADJ	انگريزي
اهريءَ	ADJ	اهريءَ
اهوئي	ADJ	اهوئي
اهڙيون	ADJ	اهڙو
اوترو	ADJ	اوترو
اوتيل	ADJ	اوتيل
اورڪزئي	ADJ	اورڪزئي
اونهو	ADJ	اونهو
اونو	ADJ	اونو
اوپرن	ADJ	اوپرو
اوچتي	ADJ	اوچتي
ايتريون	ADJ	ايتري
ايراني	ADJ	ايراني
ايندڙ	ADJ	ايندو
اٽڪل	ADJ	اٽڪل
اڄوڪو	ADJ	اڄوڪو
اڄوڪي	ADJ	اڄوڪي
اڇا	ADJ	اڇا
اڇلايل	ADJ	اڇلايو
اڇو	ADJ	اڇو
اڇي	ADJ	اڇو
اڌو	ADJ	اڌو
اڌوري	ADJ	اڌورو
اڪثريتي	ADJ	اڪثريتي
اڪيلي	ADJ	اڪيلي
اڪيچار	ADJ	اڪيچار
اگهاڙي	ADJ	اگهاڙو
اڱاري	ADJ	اڱاري
اڳڀريون	ADJ	اڳڀري
اڻواقف	ADJ	اڻواقف
اڻپوريون	ADJ	اڻپوري
اڻڄاڻ	ADJ	اڻڄاڻ
اھڙي	ADJ	اھڙو
با	ADJ	با
بااثر	ADJ	بااثر
بار	ADJ	بار
بازياب	ADJ	بازياب
باوقار	ADJ	باوقار
بحيثيت	ADJ	بحيثيت
بخوبي	ADJ	بخوبي
بدصورت	ADJ	بدصورت
بروهي	ADJ	بروهي
بقايا	ADJ	بقايو
بنهه	ADJ	بنهه
بهتري	ADJ	بهتري
بهر	ADJ	بهر
بهري	ADJ	بهري
