انتھائي	ADJ	انتھائي
بااخلاق	ADJ	بااخلاق
بکيو	ADJ	بکيو
جمع	ADJ	جمع
حاضر	ADJ	حاضر
خوشحالي	ADJ	خوشحالي
ذميوار	ADJ	ذميوار
سخي	ADJ	سخي
سُهڻو	ADJ	سُهڻو
قتل	ADJ	قتل
محترم	ADJ	محترم
وسعت	ADJ	وسعت
ڀائيوار	ADJ	ڀائيوار
چنڊا	ADJ	چنڊو
چٻري	ADJ	چٻرو
ڏهه	ADJ	ڏهه
ڪي	ADJ	ڪي
ڪيڏي	ADJ	ڪيڏي
ڪیترائي	ADJ	ڪیترائي
گرفتار	ADJ	گرفتار
منجهس	ADP	منجهس
وٺان	ADP	وٺ
اوهين	ADV	اوهين
توسان	ADV	توسان
جيتري	ADV	جيتري
شل	ADV	شل
مهرباني	ADV	مهرباني
هرطرف	ADV	هرطرف
هروڀرو	ADV	هروڀرو
هيءُ	ADV	هيءُ
واقعي	ADV	واقعي
وٽان	ADV	وٽ
وڌيڪ	ADV	وڌيڪ
يعني	ADV	يعني
گڏو	ADV	گڏو
سگهبو	AUX	سگهبو
سگهو	AUX	سگهو
ههڙو	DET	اھڙو
ڪاش	INTJ	ڪاش
آئرش	NOUN	آئرش
آئرلينڊ	NOUN	آئرلينڊ
آئندي	NOUN	آئندو
آئوٽ	NOUN	آئوٽ
آئيني	NOUN	آئيني
آب	NOUN	آب
آبادين	NOUN	آبادي
آبادگار	NOUN	آبادگار
آبياني	NOUN	آبياني
آتشبازي	NOUN	آتشبازي
آرمي	NOUN	آرمي
آروکي	NOUN	آروکي
آرڊر	NOUN	آرڊر
آرڊينيٽر	NOUN	آرڊينيٽر
آرگنائيز	NOUN	آرگنائيز
آزي	NOUN	آزي
آزيون	NOUN	آزيو
آسرا	NOUN	آسرو
آسرن	NOUN	آسري
آسري	NOUN	آسرو
آسماننّ	NOUN	آسماننو
آشنا	NOUN	آشنو
آغاز	NOUN	آغاز
آفاقيت	NOUN	آفاقيت
آفيسرز	NOUN	آفيسر
آفيسون	NOUN	آفيس
آلي	NOUN	آلي
آمدني	NOUN	آمدنو
آمريتون	NOUN	آمريت
آمريڪي	NOUN	آمريڪي
آموز	NOUN	آموز
آندل	NOUN	آندل
آنن	NOUN	آنو
آنند	NOUN	آنند
آنو	NOUN	آنو
آنڊا	NOUN	آنڊو
آنڌ	NOUN	آنڌ
آهنعڪس	NOUN	آهنعڪو
آهنگي	NOUN	آهنگو
آهه	NOUN	آهه
آوانگ	NOUN	آوانگ
آورڌماڪي	NOUN	آورڌماڪو
آپگهات	NOUN	آپگهات
آپگهاتي	NOUN	آپگهاتي
آڇ	NOUN	آڇ
آڌر	NOUN	آڌر
آڙاهه	NOUN	آڙاهه
آکاڻين	NOUN	آکاڻي
آڪاس	NOUN	آڪاس
آڪٽين	NOUN	آڪٽين
آگاھي	NOUN	آگاھي
آڱريون	NOUN	آڱر
آڱوٺي	NOUN	آڱوٺو
اباڻي	NOUN	اباڻو
ابتدا	NOUN	ابتدا
ابڙو	NOUN	ابڙو
اتحادي	NOUN	اتحادي
اتحادين	NOUN	اتحادي
اجا	NOUN	اجو
اجاگر	NOUN	اجاگر
اجتماع	NOUN	اجتماع
اجرت	NOUN	اجرت
اجرڪن	NOUN	اجرڪو
اجلاسن	NOUN	اجلاس
احتياط	NOUN	احتياط
احسان	NOUN	احسان
احمداڻي	NOUN	احمداڻي
احمقن	NOUN	احمق
احوالن	NOUN	احوال
اختصار	NOUN	اختصار
اختلافن	NOUN	اختلاف
اخلاقيات	NOUN	اخلاقيات
ادا	NOUN	ادا
ادائگي	NOUN	ادائگي
ادائگيون	NOUN	ادائگي
ادار	NOUN	ادار
اداسيءَ	NOUN	اداسيءَ
اداسين	NOUN	اداسي
اداڪار	NOUN	اداڪار
ادي	NOUN	ادي
ارادي	NOUN	ارادي
ارب	NOUN	ارب
اربين	NOUN	اربين
اردو	NOUN	اردو
ازبڪ	NOUN	ازبڪ
ازل	NOUN	ازل
ازم	NOUN	ازم
استحقاق	NOUN	استحقاق
استحڪام	NOUN	استحڪام
استقبالي	NOUN	استقبال
اسرڻ	NOUN	اسرڻ
اسلحي	NOUN	اسلحي
اسلوبيءَ	NOUN	اسلوبيءَ
اسمگلنگ	NOUN	اسمگلنگ
اسيمبليءَ	NOUN	اسيمبليءَ
اسٽريٽ	NOUN	اسٽريٽ
اسٽيبلشمينٽ	NOUN	اسٽيبلشمينٽ
اسٽيج	NOUN	اسٽيج
اسٽيٽ	NOUN	اسٽيٽ
اسپيڊ	NOUN	اسپيڊ
اسڪائوٽس	NOUN	اسڪائوٽس
اشارا	NOUN	اشارو
اشارن	NOUN	اشار
اشرفين	NOUN	اشرفي
اشرفيون	NOUN	اشرفي
اصليت	NOUN	اصليت
اضافي	NOUN	اضافي
اعتراف	NOUN	اعتراف
اعزاز	NOUN	اعزاز
اعظمن	NOUN	اعظم
اعلانن	NOUN	اعلان
اعمال	NOUN	اعمال
اعواڻ	NOUN	اعواڻ
اغوائون	NOUN	اغوائ
افراتفري	NOUN	افراتفري
افغان	NOUN	افغان
اقليت	NOUN	اقليت
الائونس	NOUN	الائونس
الاهي	NOUN	الاهي
الاٽ	NOUN	الاٽ
الجهيل	NOUN	الجهيل
الحاق	NOUN	الحاق
الحال	NOUN	الحال
الزامن	NOUN	الزام
العين	NOUN	العين
الوداع	NOUN	الوداع
اليون	NOUN	الي
اليڪشن	NOUN	اليڪشن
الٽ	NOUN	الٽ
الڪن	NOUN	الڪ
امانت	NOUN	امانت
امنگن	NOUN	امنگن
اميدن	NOUN	اميدو
اميدوار	NOUN	اميدوار
اميدون	NOUN	اميد
اميدين	NOUN	اميدي
امين	NOUN	امين
امينڊمنٽ	NOUN	امينڊمنٽ
اناج	NOUN	اناج
انت	NOUN	انت
انتظامي	NOUN	انتظامي
انجنيئرنگ	NOUN	انجنيئرنگ
اندارن	NOUN	اندار
اندازن	NOUN	انداز
اندازي	NOUN	انداز
اندازِ	NOUN	اندازِ
اندوزن	NOUN	اندوز
اندوزي	NOUN	اندوزي
انسائيڪلو	NOUN	انسائيڪلو
انفلو	NOUN	انفلو
انٽرٽينمينٽ	NOUN	انٽرٽينمينٽ
انٽيليجنس	NOUN	انٽيليجنس
انڊلٺ	NOUN	انڊلٺ
انڌي	NOUN	انڌي
انڙ	NOUN	انڙ
انڪم	NOUN	انڪم
انڪوائري	NOUN	انڪوائري
انگريز	NOUN	انگريز
انگريزن	NOUN	انگريز
اهليت	NOUN	اهليت
اوباما	NOUN	اوباما
اوثر	NOUN	اوثر
اوج	NOUN	اوج
اوطاق	NOUN	اوطاق
اوطاقون	NOUN	اوطاق
اول	NOUN	اول
اولڙو	NOUN	اولڙو
اونداهن	NOUN	اوندائي
اونداهه	NOUN	اونداهه
اونهارو	NOUN	اونهارو
اونو	NOUN	اونو
اونڌيون	NOUN	اونڌي
اوهـان	NOUN	اوهـان
اوورن	NOUN	اووري
اوٽ	NOUN	اوٽ
اوپينين	NOUN	اوپيني
اوڇنگارون	NOUN	اوڇنگار
اوڙاهه	NOUN	اوڙاهه
اوگرا	NOUN	اوگرو
اوڳاڙي	NOUN	اوڳاڙو
اوڳرائي	NOUN	اوڳرائي
ايئر	NOUN	ايئر
ايئرڪنڊيشنز	NOUN	ايئرڪنڊيشنز
ايجادون	NOUN	ايجاد
ايجنسين	NOUN	ايجنسي
ايجنٽ	NOUN	ايجنٽ
